ID,Institution ID,Name,Description,Email,Status,Visibility,Website,Instagram,Facebook,Twitter
208180,6178,CL Test Portal,N/A,N/A,Active,Public,N/A,N/A,N/A,N/A
208423,6178,Clinical Understudy and Research Education,"<p>Mission/Purpose: The purpose of this organization shall be to offer advancement in clinically-relevant education, research, and skills for pre-health students, and to better prepare our members to succeed in professional atmospheres while demonstrating the importance of serving our community in and outside the realms of healthcare.</p>",curefiu12@gmail.com,Active,Public,N/A,http://www.instagram.com/cure_fiu,N/A,N/A
208216,6178,CLS Advanced Leadership Challenge (ALC),"<p>Formerly known as the FIU Advanced Leadership Challenge (ALC), the Certified Student Leader Program is a collaboration within the Division of Student Affairs to provide students with an integrated opportunity to learn, practice, and document their knowledge and ability of the 8 Student Leadership Competencies, which serve as a foundation for effective performance in campus, community, and career roles. Students who successfully complete the program requirements will receive a certificate and the Leadership Medallion. The Certified Student Leader Program is open to Graduate and Undergraduate students enrolled at FIU. There are separate Graduate and Undergraduate tracks. The Certified Student Leader Program is an opportunity for you to be officially recognized for your leadership skills and experiences.</p>",cls@fiu.edu,Active,Public,http://leadserve.fiu.edu,N/A,N/A,N/A
384352,6178,"Club for Roleplaying, Imagination and Tabletops","<p>Welcome to CRIT - the Club for Roleplaying, Imagination, and Tabletops, where reality takes a backseat to the extraordinary! Immerse yourself in a realm where epic adventures unfold with every roll of the dice and where creativity knows no bounds.</p>
<p>Picture this: a gathering of minds, fueled by the sparks of imagination, weaving tales of heroes and villains, exploring uncharted lands, and overcoming challenges that defy the ordinary. At CRIT, we don't just play games; we craft experiences that linger in the mind long after the dice have settled.</p>
<p>Whether you're a seasoned dungeon delver or a newcomer to the world of tabletop gaming, our club is a haven for all who crave a blend of strategy, storytelling, and camaraderie. Dive into the realms of Dungeons &amp; Dragons, discover the intrigue of board games, or let your imagination run wild in collaborative storytelling sessions.</p>
<p>But CRIT is more than just a club; it's a community. Forge bonds with like-minded adventurers, share laughter over epic victories and defeats, and unlock the door to a realm where friendships are forged through shared narratives.</p>
<p>Join CRIT, where every session is a new chapter, every roll of the dice is a twist in the tale, and where your imagination is the only limit. Adventure awaits; are you ready to roll the dice?</p>",Aparr106@fiu.edu,Active,Public,https://fiu.campuslabs.com/engage/organization/CRIT,N/A,N/A,N/A
376521,6178,Club for Undergraduate Economics Students at FIU,N/A,N/A,Active,Public,N/A,N/A,N/A,N/A
315497,6178,College Life Coaching Program,"<p>College Life Coaching is an initiative that offers undergraduate students valuable one-on-one personal support to achieve not only their academic, but also their personal goals. Students are usually referred to a Life Coach by faculty or staff member, but a student may request an appointment themselves as well.</p>",coaching@fiu.edu,Active,Public,http://coaching.fiu.edu,N/A,N/A,N/A
287103,6178,"College of Arts, Sciences & Education","<p>Our experts work across disciplines and with communities to address the challenges and needs we face as a society. We're leading in groundbreaking and life-changing scientific research, earning teacher-of-the-year honors, penning award-winning works, and developing new products and medicines.</p>
<p>Together, we&rsquo;re preparing the next generation of creators, explorers and problem solvers to build a future that sustains us all.</p>",gcancio@fiu.edu,Active,Public,https://case.fiu.edu/index.html,N/A,N/A,N/A
208338,6178,College Panhellenic Council,<p>Governing council of the member organizations of the National Panhellenic Conference at FIU.</p>,N/A,Active,Public,N/A,N/A,N/A,N/A
315535,6178,Common Reading Program,"<p>The Common Reading Program affords students the opportunity of participating in a common curricular experience that creates community and a common ground for discussion.</p>
<p>The program is tailored specifically for incoming first-year students. Students are expected to have read the book before the first day of class and will join together with faculty and peers to discuss and think critically about key concepts. The Common Reading Program will encourage students to partake in intellectual engagement and will create a sense of community among newly admitted Panthers.</p>",N/A,Active,Public,https://acs.fiu.edu/initiatives/common-reading/index.html,N/A,N/A,N/A
208153,6178,Common Sense Action,"Common Sense Action is the first bipartisan advocacy organization of Millennials. Our mission is to disrupt the status quo by bringing Millennial voices to the policy-making table.

CSA serves students from all political backgrounds - Democrats, Republicans, independents, and everywhere in between.  We are different from other groups in that we are a bipartisan - not non-partisan - organization that unites students from across the political spectrum.
CSA chapters host events and discussions, register, remind, and educate voters, and engage with local decision-makers to promote Millennial policy solutions.",N/A,Active,Public,N/A,N/A,N/A,N/A
241534,6178,Counseling & Psychological Services,"<p>Counseling and Psychological Services&rsquo; mission is to provide short-term mental health services to students that will facilitate and enhance their personal learning, emotional well-being and academic skills development. CAPS is committed to providing consultation to the FIU community affected by threatened or actual violence and promoting the ability to live a full, rich life.</p>",shwad@fiu.edu,Active,Public,http://caps.fiu.edu,https://www.instagram.com/fiushw,N/A,N/A
319636,6178,Creative + Media (Student Life and Development),N/A,N/A,Active,Public,N/A,N/A,N/A,N/A
208396,6178,CRO - OrgSync Test,N/A,N/A,Active,Public,N/A,N/A,N/A,N/A
216233,6178,Cru,"<p>Looking for a community to get plugged into ?</p>
<p class=""x_x__04xlpA x_x_direction-ltr x_x_align-start x_x_para-style-body""><span class=""x_x_S1PPyQ"">Cru is a community passionate about connecting people to Jesus Christ. No matter where you are in your faith journey, you are welcome here.&nbsp;</span></p>
<p class=""x_x__04xlpA x_x_direction-ltr x_x_align-start x_x_para-style-body"">&nbsp;</p>
<p>We want to be able to <strong>build</strong> and equip others in the faith to be <strong>sent</strong>&nbsp;wherever God calls them to be!&nbsp;</p>
<p>We do all of this through life groups (bible study), action groups (discipleship), evangelism, retreats/conferences, and mission trips.</p>
<p>&nbsp;</p>
<p>For other ways to get involved, check out our <a href=""https://fiu.campuslabs.com/engage/actioncenter/organization/crusoflo/linktr.ee/crufiu""> Linktree</a>.&nbsp;</p>
<p>For more information about Cru in South Florida, <a href=""http://crusoflo.com/""> click here</a>.</p>
<p>If you're interested to learn more about mission trips, <a href=""https://www.cru.org/us/en/opportunities/mission-trips/summer/learn.html""> click here</a>.</p>",crusoflo@gmail.com,Active,Public,http://www.crusoflo.com,https://www.instagram.com/cruatfiu/,N/A,N/A
246807,6178,Cuban American Association of Civil Engineers,"<p>Founded in Miami in 1961, membership originally was open only to Civil Engineers that had formerly exercised their profession in Cuba, and who agreed with the goals of the Association.</p>
<p>Today, our association maintains over 400 members and associates and any Civil Engineer is welcome to join no matter the nationality.</p>
<p>FIU has the only student chapter of CAACE which means we have all the opportunities to network and get to be known in the professional world. We are not limited to Cuban-Americans only. We encourage and welcome any Civil Engineering student who wants to join no matter his/her nationality. In order to be a members an e-board officer has to invite you to join; so if you wish to be part of our association and you have not been yet invited, please&nbsp;contact us&nbsp;with the subject &ldquo;Request to Join&rdquo; so we could send you an invitation.&nbsp;E‐board officer terms are yearly‐based, and this term will be from Fall 2013 to Spring 2014.</p>",juvallej@fiu.edu,Active,Public,https://caace.fiu.edu/,N/A,N/A,N/A
374804,6178,Cuban Heritage Society,"<p>Cuban Heritage Society is an organization created with the purpose of celebrating, promoting, and&nbsp;protecting Cuban heritage and culture. Our goal is to raise awareness about the human rights violations in Cuba, while providing all FIU students with cultural and philanthropic events that engage and educate.</p>",cubanheritagesociety@gmail.com,Active,Public,N/A,https://www.instagram.com/cubanheritagesocietyfiu/,N/A,N/A
208361,6178,Delta Epsilon Mu,"<p>Delta Epsilon Mu is the only professional pre-health fraternity in the nation. Our organization works with pre-health students across medicine, dentistry, nursing, psychology, and veterinary studies. As a unique asset to prestigious universities across the United States, we strive to employ our principles of dedication, loyalty, friendship, and support in all of our efforts. From educational programs to fundraising, to community service, members of Delta Epsilon Mu participate in a diverse set of activities. Our network is comprised of individuals of all backgrounds to produce a strong network of well-rounded doctors, students, pharmacists, veterinarians, etc. This national organization provides students and the community with a non-judgmental, inclusive resource for uniting professional across the health fields and ""helping people together"".</p>",demfiu@gmail.com,Active,Public,http://demfiu.com,https://www.instagram.com/dem_alphaeta/,http://facebook.com/dematfiu,N/A
208323,6178,Delta Sigma Phi,"<p>Founded in 1899 in the City College of New York, Delta Sigma Phi was created on the principles of diversity and good character. The mission of Delta Sigma Phi is to create better men to lead a better life. This atypical fraternity continues to link men of all backgrounds through a unity of brotherhood to spark a social movement.</p>",deltasigfiu.president@gmail.com,Active,Public,https://deltasig.org,https://www.instagram.com/deltasigfiu/?hl=en,N/A,N/A
372259,6178,"Delta Sigma Theta Sorority, Inc.","<p style=""text-align: right;"">The &ldquo;Illustrious&rdquo; Iota Pi chapter of Delta Sigma Theta Sorority Inc. was chartered at Florida International University.</p>",Iotapidst1@gmail.com,Active,Public,https://www.deltasigmatheta.org/,https://www.instagram.com/iotapi_dst/?igshid=MzRlODBiNWFlZA%3D%3D,N/A,N/A
215853,6178,Delta Tau Delta,"<p>Delta Tau Delta is rich in history. Founded in 1858 in what is now West Virginia, Delta Tau Delta has stood the test of time. It has survived two world wars, a Great Depression and a great recession, the boom of undergraduates brought on by the G.I. Bill, and the reduction of Fraternity membership following the Vietnam War. If you decide to join Delta Tau Delta, you can feel comfort in knowing that more than 150 years of history and tradition will be there to greet you.</p>",dtd@fiu.edu,Active,Public,https://www.delts.org/,http://instagram.com/fiudelts,N/A,N/A
324454,6178,Department of Marketing & Logistics,N/A,N/A,Active,Public,N/A,N/A,N/A,N/A
208265,6178,Dept of History GSO (DOHGSA),"<p>The purpose of DOHGSA is to complement academic programs of study by enhancing the overall educational experience of students through the development of, exposure to, and participation in academic, cultural, professional, service, social&nbsp;&amp; recreational activities, among others.</p>",brodg003@fiu.edu,Active,Public,http://dohgsa.fiu.edu,https://www.instagram.com/dohgsa/ ,http://facebook.com/dohgsa,http://twitter.com/DOHGSA
220937,6178,Dermatology Interest Group,N/A,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
220940,6178,Diagnostic/Interventional Radiology Interest Group,N/A,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
241654,6178,Disability Resource Center,"<p>As your partners in success, we are committed to you. Serving as the one-stop-shop for your disability service needs, the DRC provides the resources to facilitate a smooth transition to university life. By providing one-on-one consultation throughout your academic journey at FIU, our DRC staff is a specialized resource for you.</p>
<p>The DRC website is just one of the many resources available so that students with disabilities can access all that FIU has to offer throughout our diverse academic community.</p>",drc@fiu.edu,Active,Public,https://studentaffairs.fiu.edu/get-support/disability-resource-center/,https://www.instagram.com/fiudrc/,https://www.facebook.com/fiudrc/,N/A
374316,6178,Disabled Student Union,"<p><span class=""x_TextRun x_SCXW207504084 x_BCX8"" lang=""EN""><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">The Disabled Student Union (DSU) </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">is established </span> <span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">to provide a safe, accessible, and inclusive space for </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">all students. </span> <span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">The </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">DSU</span> <span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">aims to </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">empower </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">students </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">by </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">advoca</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">ting </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">for </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">D</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">isability justice, </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">educa</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">t</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">ing others about barriers of inaccessibility on campus</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">, </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">building relationships with admin</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">istration, </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">establishing a strong </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">FIU </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">community through impactful</span> <span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">intersectional </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">programming</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">, and creating connections in South Florida, and the greater community for </span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">Disabled people</span><span class=""x_NormalTextRun x_SCXW207504084 x_BCX8"">.</span></span><span class=""x_EOP x_CommentStart x_CommentHighlightPipeRest x_PointComment x_CommentHighlightRest x_SCXW207504084 x_BCX8"">&nbsp;</span></p>
<p>&nbsp;</p>",DSU@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
377807,6178,Discipline-Based Education Research (DBER) Alliance,"<p>Discipline-Based Education Research (DBER) is the collective methods, theories, and models that examine teaching and learning within science disciplines. The Discipline-Based Education Research Alliance (DBER-A) is an inclusive term used to emphasize the interdisciplinary nature of this DBER and calls for an alliance of the disciplines to exchange resources and act as supportive structures for DBER students and researchers (Henderson, 2017). This alliance also serves as a community of practice for DBER researchers. ""Communities of practice are groups of people who share a concern or a passion for something they do and learn how to do it better as they interact regularly"" (Wenger-Trayner, 2015). We do not expect that there may be challenges (Talanquer, 2014) but are optimistic that combining resources and expertise will be of great value to FIU's DBER students. The DBER student organization aims to address concerns faced by all DBER students, regardless of the discipline. These challenges include but are not limited to the following:<br />Institutional and Departmental Support for DBER Students: DBER is Interdisciplinary, with Variability Across DBER Programs and professional challenges for DBER Students. This organization is not meant to diminish the intricacies between the disciplines but to supplement and complement their students' and researchers' shared resources and experiences and is open to all education researchers at FIU.</p>
<p>The DBER student organization envisions creating an environment where students have the capital and agency to advocate for their needs, advance and progress academically and professionally, and succeed in their DBER program of study. The DBER student organization will instill students with academic resources to progress in their DBER program through collaboration, community building, resource sharing and exchange, and developing a repository of academic and professional resources for DBER students.<br />The goal of DBER-A is to strengthen, maintain, and sustain FIU&rsquo;s DBER programs of study across disciplines, provide academic, research, and professional resources to DBER students, and provide opportunities for community building, mentorship, network building, and interdisciplinary collaboration.</p>
<p>While BER, CER, EER, and PER comprise most of the DBER work at FIU, research interests, scope, and methodology vary. DBER students and labs study populations along the K-20 continuum in formal and informal settings. Research scope may include teaching and learning at levels of analysis that include research, policy, and practice. DBER students have studied science literacy, student reflective practices, mentorship models, and student affect, such as motivation, identity, agency, capital, resilience, sense-making, and sense of belonging. At this time, Florida International University does not have an astronomy or geoscience education research lab, but we welcome the participation of students interested in AER.</p>",awrig019@fiu.edu,Active,Public,https://sites.google.com/view/dber-afiu/home,N/A,N/A,N/A
200995,6178,Division of Academic and Student Affairs,"<p>The Division of Academic &amp; Student Affairs at FIU is devoted to providing high-quality education opportunities and effective academic and student support services to optimize learner success. With nearly&nbsp;50 departments, the division is committed to responding to the changing landscape of higher education and preparing students for the rigors of the 21st-century workplace, while providing a meaningful learning experience for students in and outside the classroom.</p>
<p>The division&nbsp;supports a well-rounded, workforce-ready student and fosters an enduring connection to the university by teaching&nbsp;civic responsibility, leadership, and commitment to service;&nbsp;nurturing&nbsp;an understanding of diversity;&nbsp;contributing&nbsp;to academic success by&nbsp;providing support&nbsp;services and experiential learning opportunities;&nbsp;and providing professional development and career recruitment opportunities. Our university community has a tradition of&nbsp;excellence, and you are part of this unforgettable journey.&nbsp;</p>
<p><em>Please note that this is an administrative page for staff use only.&nbsp;</em></p>",N/A,Active,Public,https://studentaffairs.fiu.edu/index.php,N/A,N/A,N/A
344579,6178,"Division of Diversity, Equity, and Inclusion","<p>Our goal at the Division of Diversity, Equity, and Inclusion is to&nbsp;build an intellectually vibrant climate that sustains the inclusiveness and engagement of our diverse community.</p>
<p>&nbsp;</p>
<p>FIU is committed to providing the highest quality educational and employment experience to its students, faculty, and staff in a nurturing and supportive environment. In doing so, the institution is committed to ensuring that instruction and services are delivered in a manner that is reflective and supportive of diversity as it relates to gender, socioeconomic status, gender identity, race, ethnicity, physical and mental ability, nationality, military status, sexual orientation, spirituality, and cultural identity.</p>
<p>&nbsp;</p>
<p>We encourage and expect the entire FIU community to model these values and to commit to recruiting, retaining, and supporting students, faculty, and staff who reflect the diversity of our global society.</p>",diversity@fiu.edu,Active,Public,https://dei.fiu.edu/,N/A,N/A,N/A
377304,6178,Doctoral and Masters Student Alliance,"<p>The Doctoral and Masters Student Alliance (DMSA) is a graduate-student-led University-wide organization dedicated to providing programming and advocacy for FIU's large and diverse population of graduate and professional students. DMSA aims to foster graduate students' sense of belonging to FIU through programming, increased affinity, and greater visibility.&nbsp;We strive to empower graduate students&nbsp;in our efforts to contribute to their success.</p>
<p>The mission of DMSA is to advocate for and celebrate graduate and professional students by coordinating activities and events that cater to our needs and desires and that stimulate student involvement and enrich campus life. DMSA also works to ensure that graduate students&rsquo; concerns are addressed to the Student Government Association and FIU Administration.</p>",N/A,Active,Public,N/A,https://instagram.com/dmsa_fiu?igshid=MTk0NTkyODZkYg==,N/A,N/A
340145,6178,Doctors & Scientists of the Future,"<p><span style=""font-weight: 400;"">The Doctors &amp; Scientists of the Future is an organization that aims to unite undergraduate pre-health students with the undergraduate scientific community at FIU while preparing them for graduate programs in the scientific and medical fields. This objective will be accomplished by implementing panels of scientists/doctors, enriching workshops for professional development, and socials to networking between each community. Ultimately, the club will provide benefits to students within these communities to help shape them for the future. </span></p>",dsf@fiu.edu,Active,Public,N/A,https://www.instagram.com/dsf.fiu/,N/A,N/A
350238,6178,Eclipse fashion society,"<p><span style=""font-weight: 400;"">The purpose for this organization shall be to provide a club for those student&rsquo;s&nbsp;</span><span style=""font-weight: 400;"">that has the love for fashion design and modeling. We will provide programming </span><span style=""font-weight: 400;"">within the club for our member to exercise their talents. The group will focus on&nbsp;</span><span style=""font-weight: 400;"">design, styling, make-up artistry, cosmetology and modeling. We will put on high production runways shows to show case our collections.&nbsp;</span></p>",Eclipse.fiu@gmail.com,Active,Public,N/A,https://www.instagram.com/eclipsefashionsociety/,N/A,N/A
208254,6178,Eco Engineering Club,"<p>Eco Engineering Club at FIU is a student organization focused on providing opportunities for students of all majors to explore sustainable technologies and ideas. We accomplish this mission by educating our members with essential ideas and projects and participating in the Shell Eco-Marathon competition.</p>
<p>The Shell Eco-Marathon Competition is an opportunity for students to build a hyper-efficient vehicle by experimenting with engineering principles and sustainable technologies. Eco Engineering is currently<br />participating in the Prototype division to make an electric vehicle by designing and constructing critical components, such as the chassis, powertrain, steering system, and aerodynamic components among other things.&nbsp;</p>",ecoclub@fiu.edu,Active,Public,https://sites.google.com/view/fiueco/home,https://www.instagram.com/fiu_ecoclub/?hl=en,N/A,http://twitter.com/FIUEcoClub
220941,6178,Emergency Medicine Interest Group,N/A,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
327463,6178,Empowering Women In Law,"<p><span style=""font-weight: 400;"">As an organization, we act as a space for driven, like-minded students to gather and work together to achieve our law school and professional goals. We fundraise for women&rsquo;s education and rights, prepare for the LSAT and law school applications, expand our professional networks, and most importantly learn about various career paths in the legal field and what it is like to be a woman in the field of law.</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">To join our group chat, click the link:&nbsp;</span></p>
<p class=""p1""><a href=""https://chat.whatsapp.com/JXZVPkwjqhH6TInE6ialm1"">https://chat.whatsapp.com/JXZVPkwjqhH6TInE6ialm1</a>&nbsp;</p>",fiu.ewil@gmail.com,Active,Public,https://fiuewil.wixsite.com/ewilfiu,https://instagram.com/ewilfiu?utm_medium=copy_link,https://www.facebook.com/ewil.fiu,N/A
216196,6178,Engineering Campus Council ,"<p><span class=""x_x_x_x_lt-line-clamp__line"">The Engineering Campus Council provides support for the 5,000+ students based on the&nbsp;</span><span class=""x_x_x_x_lt-line-clamp__line"">Engineering Campus so that they may continue to grow academically, develop professionally, and&nbsp;</span><span class=""x_x_x_x_lt-line-clamp__line"">encourage the creation of lasting relations with peers and mentors at Florida International&nbsp;</span><span class=""x_x_x_x_lt-line-clamp__line x_x_x_x_lt-line-clamp__line--last"">University.</span></p>",eccfiu@gmail.com,Active,Public,N/A,https://www.instagram.com/fiu.ecc/?hl=en,N/A,N/A
356939,6178,Engineers Without Borders - FIU,"<p>Engineers Without Borders USA (EWB-USA) is a national non-profit organization focused on empowering communities and ultimately building a better world through engineering projects. Our mission is to provide pathways for opportunities for struggling communities in order for them to sustainably meet their basic human needs and equip leaders to solve the world&rsquo;s most pressing challenges.</p>
<p>Our chapter consists of FIU students of all majors, mostly civil, environmental, and mechanical engineering. We encourage those who have a passion for helping others while gaining experience with real-world projects to join our team! We are actively working on a solution for El Chimborazo&rsquo;s water quality problem.</p>
<p>Join our <a href=""https://chat.whatsapp.com/0wY0R01pML2DpNjKfVCeW3"" target=""_blank"" rel=""noopener"">WhatsApp group chat</a> to stay updated on all things EWB!</p>",ewb@fiu.edu,Active,Public,https://ewbfiu.carrd.co,https://instagram.com/ewb_fiu,N/A,N/A
384525,6178,English Graduate Organization,"<p>The English Graduate Organization (EGO) is a student-run society that aims to address the needs of graduate students in FIU's English Department by providing specialized academic and professional support.</p>
<p>The organization seeks to promote the interests of our diverse grad student body; whether it is through academic and social events or acting as a liaison between grad students and administration/faculty, we want to promote engagement in our grad student community so that we can share our intellectual curiosity and passion for the diverse subjects we study among peers.</p>
<p>By creating spaces of engagement and a platform for expression, we hope to address issues in the department as they arise and create groups and activities that serve the specific needs and interests of the student body.</p>
<p>The English Graduate Organization comprises all English MA and MFA students. Regardless of program or specialization, all FIU graduate students can be members of this society.</p>",englishgradaorg@gmail.com,Active,Public,N/A,N/A,N/A,N/A
342129,6178,Entertainment Media Arts Club at FIU,"<p><span style=""font-weight: 400;"">Entertainment Media Arts (EMA) is a club at FIU for artists, animators, writers, musicians, audio designers, film enthusiasts, game developers, hobbyists, and more who love entertainment media and want to immerse themselves in a community with other interested individuals. This community is for those both interested in learning to create as a career or hobby and those also just interested in seeing these works come to life. It is aimed towards (but not limited to) students interested in these fields and others that fall within them:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Entertainment Arts</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Game Development&nbsp;</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Animation and Film</span></li>
<li style=""font-weight: 400;"">Storytelling Literature&nbsp;</li>
<li>Music and SFX</li>
</ul>
<p><span style=""font-weight: 400;"">The entertainment industry can be very challenging to understand and break into, especially given that there are so many fields and jobs that one could aspire towards. EMA was founded with the hope that this club can help other students learn about the entertainment arts industry, get to know each other, and have fun with their shared passions along the way! Events include:&nbsp;</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Fun and casual socially-oriented events&nbsp;</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Professional development workshops</span></li>
<li style=""font-weight: 400;"">Talks and interviews with industry veterans</li>
<li style=""font-weight: 400;"">Collaborative and team oriented projects</li>
</ul>
<p>EMA Contact: Email us directly at emaclub@fiu.edu! We are more than happy to answer any of your questions, connect with you for leadership opportunities, and receive suggestions on how EMA can support your creative journey.&nbsp;</p>
<p>&nbsp;</p>
<p>***Be sure to join our Discord via&nbsp;<a href=""https://discord.gg/6Tpn7msVq"">https://discord.gg/6Tpn7msVq</a> no matter what skill level or interest feel free to drop by and learn more about us!***</p>",emaclub@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
366833,6178,Environmental Health Sciences Association,<p>The objective of the EHSA at FIU is to stimulate interest in the subject of Environmental Health Sciences and create an environment for the academic and professional growth of the students by engaging in academic and community outreaches that promote public health.</p>,ehsa@fiu.edu,Active,Public,N/A,http://instagram.com/EHSAFIU/,N/A,N/A
217222,6178,Everglades Hall,"<p>Everglades Hall is home to 372 upper-class students, 12 resident assistants.</p>
<h2>Features</h2>
<ul>
<li>Full kitchen</li>
<li>Laundry room on 1st floor</li>
<li>Twin extra long mattress (size 36 x 80 x 6)</li>
<li>Shared bathroom</li>
</ul>",N/A,Active,Public,https://studentaffairs.fiu.edu/campus-services/housing-and-residential-life/index.php,N/A,N/A,N/A
360020,6178,F1@FIU,"<p>F1@FIU is the ultimate destination for Florida International University students who share a passion for Formula 1. We provide a community for enthusiasts to come together and engage in discussions, events, and watch parties for every race. Our goal is to create an inclusive and supportive environment for all students to enjoy the sport, fostering camaraderie and a shared love for Formula 1.</p>",aamar033@fiu.edu,Active,Public,N/A,http://instagram.com/f1atfiu,N/A,N/A
221106,6178,Family Medicine Interest Group,N/A,saldana@fiu.edu,Active,Public,N/A,N/A,N/A,N/A
230317,6178,Fencing Club,"<p><span style=""font-weight: 400;"">Welcome to the FIU Fencing Club!&nbsp;</span><span style=""font-weight: 400;"">Ready to become a swordsman?</span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Meeting Times:</span></p>
<p><span style=""font-weight: 400;""><strong>Monday Wednesday Friday</strong> <strong> 4:00pm-6:00pm</strong> at the WRC South Basketball Courts</span></p>",jgarc1048@fiu.edu,Active,Public,N/A,https://www.instagram.com/fiufencing/?hl=en,N/A,N/A
365459,6178,Field Hockey,"<p>Welcome to the FIU Field Hockey Club page!</p>
<p>Fall 2023 Practices have began! Tuesdays and Thursdays from 6 to 8pm, meet us at the North Intramural Field. All levels are welcomed!&nbsp;</p>",N/A,Active,Public,N/A,https://www.instagram.com/fiu.fhockeyclub/,N/A,N/A
327465,6178,Financial Management Association at FIU,"<p>FMA at FIU's mission is to broaden the common interests between academicians and practitioners, provide opportunities for professional interaction between and among academicians, practitioners and students, promote the development and understanding of basic and applied research and of sound financial practices, and to enhance the quality of education in finance.</p>",fmafiu@gmail.com,Active,Public,http://www.fma.org,https://www.instagram.com/fmafiu/,N/A,N/A
317450,6178,Financial Wellness Program,"<p>The Financial Wellness Program aims to help our Panther community members understand the various aspects of living a financially healthy life and feel confident about their personal money management.</p>
<p>&nbsp;</p>
<p>Resources, Programs and Services include:</p>
<p>- Workshops</p>
<p>- <a title=""iGrad website "" href=""https://fiu.campuslabs.com/engage/actioncenter/organization/financialwellness/go.fiu.edu/iGrad""> iGrad</a> (Financial Literacy Platform)</p>
<p>- Fundamentals of Financial Literacy Digital Badge</p>
<p>- Financial Wellness Coaching</p>
<p>- Collaboration with University Emergency Aid Initiatives</p>
<p>&nbsp;</p>
<p>Contact Information</p>
<p><strong>E:</strong> finwell@fiu.edu<br /><strong>P:</strong> 305-348-3701<br /><strong>W:</strong> finwell.fiu.edu&nbsp;</p>",N/A,Active,Public,N/A,https://www.instagram.com/fiufinwell/,N/A,N/A
315514,6178,FIU Army ROTC,"<h5>Florida International University Army ROTC is one the largest programs in the United States with over 250 participating Students and Cadets. Here you will learn firsthand what it takes to lead others, motivate groups, and succeed in any competitive environment. In addition to the skills you will obtain, you will develop friendships, relationships, and memories that will last a lifetime.&nbsp;Our freshman and sophomore classes are offered to all students on campus.</h5>",armyrotc@fiu.edu,Active,Public,https://armyrotc.fiu.edu,https://www.instagram.com/fiu_army_rotc/,https://www.facebook.com/fiupantherarmyrotc,N/A
